Species,Country,Kingdom,Phylum,System,Native_Regions
Salvelinus fontinalis,"Argentina, Australia, Austria, Belgium, Bolivia, Bulgaria, Canada, Chile, Colombia, Cyprus, Czech_republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, India, Iran, Italy, Japan, Kenya, Latvia, Lithuania, Mexico, Morocco, Netherlands, New_zealand, Norway, Papua_new_guinea, Peru, Poland, Portugal, Romania, Russia, Slovakia, Slovenia, South_africa, Spain, Sweden, Switzerland, Turkey, United_kingdom, United_states, Venezuela, Zimbabwe",Animalia,Chordata,Terrestrial,"Canada, Mongolia, Sweden, United States of America"
Salvelinus namaycush,"Argentina, Austria, Bolivia, Canada, Czech_republic, Denmark, Finland, France, Germany, Italy, Japan, Morocco, New_zealand, Norway, Peru, Slovakia, Sweden, Switzerland, United_kingdom, United_states",Animalia,Chordata,Terrestrial,"Canada, United States of America"
Salvinia minima,"Argentina, Belize, Bolivia, Brazil, Colombia, Cuba, Ecuador, El_salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru, Puerto_rico, Spain, United_states, Uruguay, Venezuela",Plantae,Pteridophyta,Terrestrial,"Argentina, Bolivia (Plurinational State of), Brazil, France, Germany, United States of America"
Salvinia molesta,"Argentina, Australia, Bangladesh, Bermuda, Botswana, Brazil, Burkina_faso, Colombia, Cote_d'ivoire, Cuba, Fiji, France, French_polynesia, Ghana, Guyana, India, Indonesia, Italy, Japan, Kenya, Madagascar, Malaysia, Mauritius, Mayotte, Mexico, Namibia, New_calcedonia, New_zealand, Papua_new_guinea, Philippines, Portugal, Reunion, Senegal, Singapore, South_africa, Sri_lanka, Swaziland, Tanzania, Thailand, Trinidad_and_tabago, Uganda, United_states, Vanauatu, Zambia, Zimbabwe",Plantae,Pteridophyta,Terrestrial,"Australia, Brazil, Chinese Taipei, Papua New Guinea, Suriname, Zimbabwe"
Samanea saman,British_indian_ocean_territory,Plantae,Magnoliophyta,Terrestrial,Colombia
Sansevieria hyacinthoides,"Anguilla, Cayman_islands, Mozambique, Namibia, Puerto_rico, Saint_lucia, South_africa, United_states",Plantae,Magnoliophyta,Terrestrial,South Africa
Sansevieria trifasciata,"Anguilla, Australia, Bermuda, British_indian_ocean_territory, Christmas_island, Cook_islands, Ecuador, Fiji, French_polynesia, Guam, Kiribati, Marshall_islands, Micronesia, Nauru, New_calcedonia, Niue, Northern_mariana_islands, Palau, Saint_lucia, Samoa, Solomon_islands, United_states, United_states_minor_outlying_islands, Wallis_and_futuna",Plantae,Magnoliophyta,Terrestrial,
Saperda candida,"Algeria, Argentina, Australia, Bangladesh, Bolivia, Bulgaria, Canada, Chile, China, Colombia, Costa_rica, Croatia, Cuba, Dominican_republic, Ecuador, Egypt, French_polynesia, Germany, Guatemala, Guyana, Honduras, India, Indonesia, Iran, Israel, Jamaica, Japan, Jordan, Kenya, Lebanon, Malaysia, Mexico, New_calcedonia, New_zealand, Nigeria, North_korea, Norway, Oman, Panama, Paraguay, Peru, Philippines, Russia, Samoa, Senegal, Seychelles, South_africa, South_korea, Sri_lanka, Switzerland, Syrian_arab_republic, Taiwan, Thailand, Trinidad_and_tabago, Turkey, Ukraine, United_kingdom, United_states, Uruguay, Venezuela, Vietnam",Animalia,Arthropoda,Terrestrial,United States of America
Sargassum fluitans,"Bahamas, Barbados, Belize, Bermuda, Costa_rica, Cuba, Dominican_republic, El_salvador, Haiti, Iran, Jamaica, Panama, Philippines, Saint_lucia, United_states, Virgin_islands_british, Virgin_islands_us",Plantae,Phaeophycophyta,Marine,Colombia
Sargassum muticum,"Belgium, Canada, China, Denmark, France, Germany, Guernsey, Ireland, Italy, Japan, Jersey, Mexico, Netherlands, North_korea, Norway, Portugal, Russia, South_korea, Spain, Sweden, United_kingdom, United_states",Plantae,Phaeophycophyta,Marine,
Sarotherodon occidentalis,New_calcedonia,Animalia,Chordata,Freshwater,
Scaevola sericea,"Australia, Bahamas, Cayman_islands, China, Christmas_island, Fiji, Guam, India, Indonesia, Japan, Kenya, Madagascar, Malaysia, Mauritius, New_calcedonia, Niue, Pakistan, Papua_new_guinea, Philippines, Pitcairn, Reunion, Saint_lucia, South_africa, Sri_lanka, Taiwan, Tanzania, Thailand, United_states, Virgin_islands_british",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Indonesia, Japan, Papua New Guinea, Seychelles, Timor-Leste, Tonga, Vanuatu"
Scardinius erythrophthalmus,"Afghanistan, Albania, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia_and_herzegovnia, Bulgaria, Canada, Croatia, Czech_republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Iran, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Moldova, Morocco, Netherlands, New_zealand, Poland, Romania, Russia, Slovakia, Slovenia, Spain, Switzerland, Tunisia, Turkey, Ukraine, United_kingdom, United_states, Uzbekistan",Animalia,Chordata,Freshwater,"Bosnia and Herzegovina, Congo, Croatia, France, Germany, Italy, Kosovo, North Macedonia, Romania, Russian Federation, Serbia, Slovenia, United Kingdom of Great Britain and Northern Ireland, United States of America"
Schefflera actinophylla,"Bermuda, French_polynesia, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Ecuador"
Schinus terebinthifolius,"American_samoa, Argentina, Australia, Bahamas, Bermuda, Brazil, Cuba, Fiji, French_polynesia, Guam, Israel, Malta, Marshall_islands, Mauritius, Mayotte, New_calcedonia, New_zealand, Norfolk_island, Paraguay, Puerto_rico, Reunion, Saint_helena, Samoa, Turks_and_caicos_islands, United_states, United_states_minor_outlying_islands, Vanauatu",Plantae,Magnoliophyta,Terrestrial,"Brazil, Chinese Taipei, Spain"
Schismus barbatus,"Australia, Ecuador, United_states",Plantae,Magnoliophyta,Terrestrial,"Australia, Spain"
Schizoporella errata,"Australia, Brazil, China, Croatia, Egypt, Germany, Greece, Israel, Italy, New_zealand, Spain, United_kingdom, United_states, United_states_minor_outlying_islands, Vanauatu",Animalia,Ectoprocta,Marine,"Spain, United States of America"
Schizoporella unicornis,"Australia, Belgium, Brazil, Canada, France, Greece, Ireland, Japan, United_kingdom, United_states",Animalia,Ectoprocta,Marine,United States of America
Scinax quinquefasciatus,Ecuador,Animalia,Chordata,Freshwater_terrestrial,"Colombia, Ecuador"
Scinax ruber,"Martinique, Puerto_rico, Saint_lucia",Animalia,Chordata,Freshwater_terrestrial,"Brazil, Colombia, Ecuador, French Guiana, Peru, Suriname, Venezuela (Bolivarian Republic of)"
Scinax x-signatus,"Dominica, Guadeloupe",Animalia,Chordata,Freshwater_terrestrial,"Argentina, Australia, French Guiana, Guyana, Venezuela (Bolivarian Republic of)"
Sciurus carolinensis,"Canada, Ireland, Italy, Pitcairn, South_africa, United_kingdom, United_states",Animalia,Chordata,Terrestrial,"Canada, United States of America"
Sclerophrys gutturalis,"Mauritius, Reunion, South_africa",Animalia,Chordata,Freshwater_terrestrial,"Angola, Kenya, Malawi, South Africa, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe"
Sclerophrys mauritanica,Spain,Animalia,Chordata,Freshwater_terrestrial,"Algeria, Libya, Morocco"
Sclerophrys regularis,Cape_verde,Animalia,Chordata,Freshwater_terrestrial,"Angola, Benin, Botswana, Cameroon, Congo, Egypt, Ethiopia, Ghana, Kenya, Mauritius, Mozambique, Namibia, Niger, Nigeria, Senegal, South Africa, Sudan, Tunisia, Uganda, Zambia"
Scolopendra morsitans,"Australia, Saint_helena",Animalia,Arthropoda,Terrestrial,"India, Japan"
Scyphophorus acupunctatus,"Belize, Bes_islands, Brazil, Cayman_islands, Colombia, Costa_rica, Cuba, Dominican_republic, El_salvador, France, Guatemala, Haiti, Honduras, Indonesia, Italy, Jamaica, Kenya, Mexico, Netherlands, Nicaragua, Saudi_arabia, South_africa, Tanzania, United_states, Venezuela, Virgin_islands_british, Virgin_islands_us",Animalia,Arthropoda,Terrestrial,Spain
Sechium edule,"Bermuda, French_polynesia, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,Spain
Senecio angulatus,"Australia, France, Gibraltar, Italy, New_zealand, Portugal, South_africa, Spain",Plantae,Magnoliophyta,Terrestrial,Spain
Senecio inaequidens,"Andorra, Argentina, Australia, Belgium, Botswana, Canada, Colombia, Czech_republic, Denmark, Finland, France, Germany, Hungary, Iceland, Italy, Lesotho, Luxembourg, Mexico, Mozambique, Namibia, Netherlands, Norway, Poland, Saint_helena, South_africa, Spain, Swaziland, Sweden, Switzerland, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,"Chinese Taipei, South Africa, Spain"
Senecio jacobaea,"Australia, Canada, Falkland_islands, New_zealand, United_states",Plantae,Magnoliophyta,Terrestrial,United Kingdom of Great Britain and Northern Ireland
Senecio squalidus,"Albania, Austria, Bulgaria, Canada, Czech_republic, Falkland_islands, Germany, Greece, Ireland, Italy, Romania, Switzerland, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,"Ireland, United Kingdom of Great Britain and Northern Ireland"
Senecio viscosus,"Albania, Austria, Azerbaijan, Belarus, Belgium, Bulgaria, Canada, Czech_republic, Estonia, Falkland_islands, France, Georgia, Germany, Greece, Hungary, Italy, Latvia, Lithuania, Netherlands, Poland, Romania, Russia, Saint_pierre_and_miquelon, Spain, Switzerland, Turkey, Ukraine, United_states",Plantae,Magnoliophyta,Terrestrial,"Netherlands, Spain, United Kingdom of Great Britain and Northern Ireland, United States of America"
Senecio vulgaris,"Albania, Algeria, Austria, Belarus, Belgium, Bulgaria, Canada, China, Czech_republic, Denmark, Estonia, Falkland_islands, Faroe_islands, Finland, France, Georgia, Germany, Greece, Greenland, Hungary, Iceland, Iran, Ireland, Italy, Latvia, Libya, Lithuania, Moldova, Morocco, Netherlands, North_korea, Norway, Poland, Portugal, Romania, Russia, Saint_pierre_and_miquelon, South_korea, Spain, Sweden, Switzerland, Tunisia, Ukraine, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,Spain
Senegalia catechu,"Bhutan, China, India, Myanmar, Nepal, Pakistan, Thailand",Plantae,Magnoliophyta,Undefined,
Sesbania punicea,"Argentina, Australia, Brazil, France, Italy, Mauritius, Paraguay, South_africa, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Argentina, Brazil, Uruguay"
Setaria verticillata,"Australia, Canada, Chile, China, France, French_polynesia, Germany, Guam, Guatemala, Indonesia, Israel, Italy, Kenya, Kiribati, Marshall_islands, Mauritius, Mexico, Micronesia, Namibia, New_zealand, Peru, Pitcairn, Portugal, Saint_helena, South_africa, Spain, State_of_palestine, Tanzania, Thailand, Uganda, United_kingdom, United_states, United_states_minor_outlying_islands",Plantae,Magnoliophyta,Terrestrial,"Chinese Taipei, Spain"
Sicalis flaveola,"South_africa, United_states",Animalia,Chordata,Terrestrial,"Argentina, Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, Jamaica, Paraguay, Peru, Puerto Rico, United States of America, Uruguay, Venezuela (Bolivarian Republic of)"
Siganus luridus,"Comoros, Croatia, France, Greece, Israel, Italy, Lebanon, Libya, Malta, Montenegro, Reunion, Tunisia, Turkey",Animalia,Chordata,Marine,Israel
Sinosuthora webbiana,"Italy, Netherlands",Animalia,Chordata,Terrestrial,"China, Chinese Taipei, Korea, Republic of, Myanmar, Russian Federation"
Sirex noctilio,"Argentina, Australia, Austria, Belgium, Brazil, Canada, Chile, Cyprus, Czech_republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Mongolia, New_zealand, Norway, Poland, Portugal, Romania, Russia, South_africa, Spain, United_kingdom, United_states, Uruguay",Animalia,Arthropoda,Terrestrial,Spain
Sitta frontalis,Hong_kong,Animalia,Chordata,Terrestrial,"China, India, Indonesia, Malaysia, Myanmar, Nepal, Philippines, Singapore, Sri Lanka, Thailand, Viet Nam, unknown or invalid"
Siva cyanouroptera,"China, United_kingdom",Animalia,Chordata,Terrestrial,"Bhutan, China, India, Lao People’s Democratic Republic, Malaysia, Myanmar, Nepal, Thailand, Viet Nam, unknown or invalid"
Solanum mauritianum,"Australia, Brazil, Cook_islands, Fiji, French_polynesia, India, Mayotte, New_calcedonia, New_zealand, Norfolk_island, Reunion, Saint_helena, Solomon_islands, South_africa, Swaziland, Tonga, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Australia, Brazil, Chinese Taipei, Uruguay"
Solanum seaforthianum,"French_polynesia, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei"
Solanum sisymbriifolium,"Argentina, Australia, Austria, Belgium, Bolivia, Brazil, Canada, Chile, China, Colombia, Congo, Czech_republic, Denmark, Ecuador, Finland, France, Germany, Hungary, India, Ireland, Italy, Japan, Latvia, Lithuania, Mexico, Netherlands, New_zealand, North_korea, Paraguay, Peru, South_africa, South_korea, Spain, Swaziland, Sweden, Taiwan, Turkey, United_kingdom, United_states, Uruguay, Venezuela",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Bolivia (Plurinational State of), Brazil, Chinese Taipei, Peru, Spain, United States of America"
Solanum tampicense,"Belize, Costa_rica, Cuba, El_salvador, Guatemala, Mexico, United_states",Plantae,Magnoliophyta,Terrestrial,
Solanum torvum,"Mayotte, New_calcedonia, Reunion, Wallis_and_futuna",Plantae,Magnoliophyta,Terrestrial,"Australia, Belize, Benin, Brazil, Cameroon, Chinese Taipei, Colombia, Congo, Costa Rica, Dominican Republic, El Salvador, Equatorial Guinea, French Guiana, Gabon, Ghana, Grenada, Guatemala, Guinea, Indonesia, Lao People’s Democratic Republic, Liberia, Mexico, Nicaragua, Papua New Guinea, Timor-Leste, United States of America, Vanuatu, Viet Nam"
Solanum viarum,"Argentina, Brazil, Georgia, Honduras, India, Mexico, Nepal, Paraguay, Swaziland, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Argentina, Brazil"
Solenopsis geminata,"American_samoa, Antigua_and_barbuda, Argentina, Australia, Bahamas, Barbados, Belize, Bolivia, Brazil, Canada, China, Colombia, Cook_islands, Costa_rica, Cuba, Dominica, Dominican_republic, Ecuador, Fiji, French_polynesia, Grenada, Guadeloupe, Guam, Guatemala, Guyana, Haiti, Honduras, India, Indonesia, Jamaica, Japan, Kiribati, Liberia, Malaysia, Marshall_islands, Martinique, Mexico, Myanmar, New_calcedonia, New_zealand, Nicaragua, Northern_mariana_islands, Panama, Papua_new_guinea, Philippines, Puerto_rico, Reunion, Saint_kitts_and_nevis, Saint_lucia, Saint_vincent_and_the_grenadines, Solomon_islands, South_africa, Sri_lanka, Taiwan, Tonga, Trinidad_and_tabago, Turks_and_caicos_islands, United_arab_emirates, United_kingdom, United_states, United_states_minor_outlying_islands, Venezuela, Vietnam, Virgin_islands_british, Virgin_islands_us",Animalia,Arthropoda,Terrestrial,"Australia, Colombia, United States of America"
Solenopsis invicta,"Antigua_and_barbuda, Australia, Bahamas, Brazil, China, Hong_kong, Malaysia, New_zealand, Paraguay, Puerto_rico, Singapore, Taiwan, Trinidad_and_tabago, Turks_and_caicos_islands, United_states, Virgin_islands_british, Virgin_islands_us",Animalia,Arthropoda,Terrestrial,"Argentina, Brazil, United States of America"
Solenopsis papuana,"American_samoa, Cook_islands, Fiji, French_polynesia, New_zealand, Samoa, Solomon_islands, Tonga, United_states",Animalia,Arthropoda,Terrestrial,
Solenopsis richteri,"Argentina, Paraguay, Saudi_arabia, United_states",Animalia,Arthropoda,Terrestrial,"Argentina, United States of America"
Sonchus asper,"Antarctica, Australia, Brazil, Canada, Chile, Falkland_islands, Greenland, New_zealand, Pakistan, Puerto_rico, Saint_helena, Saint_pierre_and_miquelon, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,Spain
Sonchus oleraceus,"Antarctica, Australia, Brazil, Canada, Falkland_islands, Greenland, New_zealand, Puerto_rico, Saint_helena, Saint_pierre_and_miquelon, United_kingdom, United_states, Virgin_islands_us",Plantae,Magnoliophyta,Terrestrial,"Brazil, Portugal, Spain"
Sorghum halepense,"American_samoa, Anguilla, Australia, British_indian_ocean_territory, Canada, China, Croatia, Fiji, French_guiana, French_polynesia, Guadeloupe, Guam, Indonesia, Micronesia, New_calcedonia, New_zealand, Northern_mariana_islands, Philippines, Puerto_rico, Swaziland, Thailand, Turkey, United_states, Wallis_and_futuna",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Spain"
Spartina alterniflora,"Argentina, Australia, Brazil, Canada, China, France, French_guiana, Georgia, Guadeloupe, Guyana, India, Netherlands, New_zealand, Suriname, Trinidad_and_tabago, United_kingdom, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Brazil, Chinese Taipei, Germany, United Kingdom of Great Britain and Northern Ireland, United States of America"
Spartina anglica,"Ireland, New_zealand, United_kingdom",Plantae,Magnoliophyta,Terrestrial,Australia
Spartina densiflora,"Argentina, Brazil, Chile, Morocco, Spain, United_states",Plantae,Magnoliophyta,Terrestrial,"Argentina, Brazil, Spain, Uruguay"
Sparus aurata,"Albania, Algeria, Australia, Bahrain, Bosnia_and_herzegovnia, Bulgaria, Cape_verde, Croatia, Denmark, France, Gibraltar, Greece, Ireland, Israel, Italy, Jordan, Lebanon, Libya, Malta, Mauritania, Monaco, Morocco, New_zealand, Oman, Portugal, Romania, Russia, Saudi_arabia, Senegal, Serbia, Slovenia, Spain, Syrian_arab_republic, Tunisia, Turkey, United_arab_emirates, United_kingdom, Western_sahara",Animalia,Chordata,Marine_freshwater_brackish,Spain
Spathodea campanulata,Saint_lucia,Plantae,Magnoliophyta,Terrestrial,"Australia, Kenya, Malaysia"
Speleomantes ambrosii,Italy,Animalia,Chordata,Freshwater_terrestrial,Italy
Speleomantes italicus,Italy,Animalia,Chordata,Freshwater_terrestrial,"Germany, Italy, Monaco, Spain"
Speleomantes strinatii,"France, Italy",Animalia,Chordata,Freshwater_terrestrial,
Spermacoce verticillata,"Belize, Bolivia, Brazil, Colombia, Costa_rica, Dominica, Dominican_republic, Ecuador, French_guiana, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Mexico, Niue, Paraguay, Peru, Puerto_rico, Saint_helena, Saint_lucia, Saint_vincent_and_the_grenadines, Suriname, Turks_and_caicos_islands, United_states, Venezuela",Plantae,Magnoliophyta,Terrestrial,Brazil
Sphaeroma quoianum (=S. quoyanum),"Australia, China, New_zealand, United_states",Animalia,Arthropoda,Terrestrial,
Sphagneticola trilobata,"American_samoa, Australia, Bermuda, Cook_islands, Democratic_republic_of_congo, Fiji, French_polynesia, Guam, Indonesia, Marshall_islands, Mayotte, Micronesia, Nauru, New_calcedonia, Niue, Northern_mariana_islands, Palau, Samoa, Tonga, United_states, United_states_minor_outlying_islands, Vanauatu",Plantae,Magnoliophyta,Terrestrial,"Brazil, Chinese Taipei"
